"narr86","nfarr86","nparr86","pcnv","avgsen","tottime","ptime86","qemp86","inc86","durat","black","hispan","born60","pcnvsq","pt86sq","inc86sq"
0,0,0,0.5,0,0,0,4,52.4000015258789,0,0,0,0,0.25,0,2745.76025390625
2,2,1,0.419999986886978,6.69999980926514,6.69999980926514,3,0,0,22,0,0,1,0.176399990916252,9,0
0,0,0,0.569999992847443,14.3999996185303,14.3999996185303,0,4,34.5,0,0,0,1,0.32490000128746,0,1190.25
0,0,0,1,0,0,0,4,80.9000015258789,0,0,0,1,1,0,6544.81005859375
0,0,0,0.400000005960464,10.6000003814697,21.2000007629395,12,0,0,0,0,0,0,0.160000011324883,144,0
0,0,0,0.5,0,0,0,4,121.099998474121,0,0,1,1,0.25,0,14665.2099609375
0,0,0,1,0,0,0,4,182.600006103516,0,0,0,1,1,0,33342.76171875
0,0,0,1,0,0,0,0,0,6,0,1,1,1,0,0
0,0,0,0.330000013113022,0,0,0,0,0,1,0,0,1,0.108900010585785,0,0
0,0,0,0.5,0,0,0,3,44.5999984741211,0,0,0,1,0.25,0,1989.15991210938
2,0,0,0.8299999833107,0,0,0,2,26.1000003814697,5,0,1,1,0.688899993896484,0,681.210021972656
0,0,0,0.25,0,0,0,1,0.800000011920929,1,0,0,1,0.0625,0,0.64000004529953
0,0,0,0.5,0,0,12,0,0,0,0,0,1,0.25,144,0
0,0,0,0,0,0,0,4,185.5,0,0,0,0,0,0,34410.25
0,0,0,0.800000011920929,0,0,0,0,0,6,0,0,1,0.64000004529953,0,0
0,0,0,0.6700000166893,0,0,0,4,97.6999969482422,0,0,1,1,0.448900014162064,0,9545.2890625
4,2,2,1,21.7999992370605,43.5999984741211,0,2,25.7999992370605,0,0,1,0,1,0,665.639953613281
1,0,0,0.5,0,0,0,2,1.79999995231628,5,1,0,0,0.25,0,3.23999977111816
0,0,0,0,0,0,0,4,166.5,0,0,0,1,0,0,27722.25
2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0
1,1,1,1,0,0,0,3,71.0999984741211,1,1,0,0,1,0,5055.2099609375
0,0,0,0.330000013113022,0,0,0,3,9.19999980926514,0,1,0,1,0.108900010585785,0,84.6399993896484
0,0,0,0.6700000166893,11.3999996185303,11.3999996185303,0,4,210.600006103516,0,0,0,1,0.448900014162064,0,44352.36328125
1,1,0,0,0,0,0,4,282.399993896484,0,0,1,0,0,0,79749.7578125
0,0,0,0.6700000166893,0,0,0,0,0,3,0,0,1,0.448900014162064,0,0
1,0,0,0,0,0,0,4,25.7000007629395,0,1,0,0,0,0,660.490051269531
2,2,2,0.400000005960464,0,0,0,2,34.9000015258789,0,0,0,1,0.160000011324883,0,1218.01013183594
0,0,0,0.330000013113022,0,0,0,4,58.7000007629395,0,0,0,1,0.108900010585785,0,3445.69018554688
0,0,0,0.5,0,0,0,4,108.300003051758,0,1,0,1,0.25,0,11728.890625
0,0,0,0.5,0,0,0,0,0,9,0,0,1,0.25,0,0
0,0,0,0,0,0,0,3,15.6999998092651,4,0,0,1,0,0,246.489990234375
1,1,0,0.28999999165535,0,0,0,0,0,2,1,0,1,0.0840999931097031,0,0
3,2,0,0.5,0,0,0,3,37.2000007629395,0,0,1,0,0.25,0,1383.84008789062
0,0,0,0.219999998807907,0,0,0,3,84.8000030517578,0,0,0,0,0.0483999997377396,0,7191.04052734375
0,0,0,0.129999995231628,12.6999998092651,38.0999984741211,12,0,0,0,0,1,0,0.0168999992311001,144,0
0,0,0,0.330000013113022,0,0,0,2,9.5,1,0,1,1,0.108900010585785,0,90.25
0,0,0,0.400000005960464,0,0,0,4,54.7999992370605,0,0,1,1,0.160000011324883,0,3003.03979492188
0,0,0,0.200000002980232,0,0,0,1,2,22,0,0,1,0.0400000028312206,0,4
0,0,0,0.330000013113022,14.1999998092651,14.1999998092651,0,4,76.3000030517578,0,0,1,0,0.108900010585785,0,5821.6904296875
1,0,1,1,0,0,0,0,0,4,0,0,1,1,0,0
1,1,0,0.5,0,0,0,4,103.699996948242,0,0,0,1,0.25,0,10753.689453125
0,0,0,1,0,0,0,4,148.199996948242,0,0,0,1,1,0,21963.23828125
0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0
0,0,0,0.5,0,0,0,4,183.399993896484,0,0,0,1,0.25,0,33635.55859375
0,0,0,0.6700000166893,10.6999998092651,21.3999996185303,0,4,117.599998474121,0,0,1,1,0.448900014162064,0,13829.759765625
1,1,1,0.709999978542328,0,0,0,4,24.7999992370605,0,0,1,0,0.50409996509552,0,615.039978027344
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
0,0,0,0.330000013113022,0,0,0,1,0.800000011920929,15,0,1,1,0.108900010585785,0,0.64000004529953
0,0,0,0.400000005960464,0,0,0,4,108.800003051758,0,0,1,1,0.160000011324883,0,11837.4404296875
0,0,0,1,0,0,0,4,220.300003051758,0,0,0,1,1,0,48532.08984375
1,0,0,0,0,0,0,3,56.2999992370605,0,0,0,1,0,0,3169.68994140625
0,0,0,1,0,0,0,4,176.399993896484,0,0,0,1,1,0,31116.95703125
0,0,0,0,0,0,0,2,28.2999992370605,0,0,0,1,0,0,800.889953613281
1,0,0,0.800000011920929,0,0,0,3,51.7999992370605,1,0,1,1,0.64000004529953,0,2683.23999023438
0,0,0,1,0,0,0,4,178.199996948242,0,0,0,1,1,0,31755.23828125
1,0,0,0,0,0,0,4,176.100006103516,0,1,0,1,0,0,31011.212890625
1,1,1,1,0,0,0,4,142.399993896484,0,0,0,1,1,0,20277.7578125
0,0,0,1,0,0,0,2,23.7999992370605,8,0,0,1,1,0,566.43994140625
3,0,0,0.330000013113022,0,0,0,4,176.5,0,1,0,1,0.108900010585785,0,31152.25
0,0,0,0,0,0,0,4,75.1999969482422,0,0,0,1,0,0,5655.03955078125
0,0,0,0.5,0,0,0,0,0,3,0,1,1,0.25,0,0
0,0,0,0.600000023841858,0,0,12,0,0,0,0,1,0,0.360000014305115,144,0
2,1,0,0.330000013113022,0,0,0,4,145.399993896484,0,0,1,0,0.108900010585785,0,21141.158203125
1,1,1,0,0,0,0,0,0,9,1,0,1,0,0,0
1,1,0,0.330000013113022,0,0,0,0,0,19,1,0,1,0.108900010585785,0,0
0,0,0,1,0,0,0,4,237.699996948242,0,0,0,1,1,0,56501.2890625
0,0,0,0,0,0,0,4,195.699996948242,0,0,0,1,0,0,38298.48828125
1,1,0,0,0,0,0,4,53.7999992370605,0,0,0,1,0,0,2894.43994140625
1,0,0,0.400000005960464,0,0,0,2,33.2000007629395,2,0,0,0,0.160000011324883,0,1102.23999023438
2,1,0,0,19.2999992370605,19.2999992370605,0,3,10.1000003814697,9,1,0,0,0,0,102.010009765625
0,0,0,0.439999997615814,10,20,0,4,262.700012207031,0,0,0,1,0.193599998950958,0,69011.296875
0,0,0,0,0,0,0,4,81.3000030517578,0,0,0,1,0,0,6609.6904296875
0,0,0,0.430000007152557,22,22,0,3,5.69999980926514,5.5,1,0,1,0.184900000691414,0,32.4899978637695
0,0,0,1,0,0,0,2,25.8999996185303,0,0,0,1,1,0,670.809997558594
1,0,0,0.330000013113022,9.69999980926514,19.3999996185303,0,2,21,0,1,0,1,0.108900010585785,0,441
0,0,0,0,0,0,0,2,16.3999996185303,1,0,0,1,0,0,268.959991455078
1,0,0,0.439999997615814,0,0,0,4,35.7000007629395,0,1,0,1,0.193599998950958,0,1274.49011230469
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,0,0,1,0,0,0,4,263.600006103516,0,0,0,1,1,0,69484.9609375
0,0,0,0.200000002980232,0,0,0,4,133.800003051758,0,0,1,1,0.0400000028312206,0,17902.44140625
0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
0,0,0,0.170000001788139,0,0,0,0,0,2,0,1,1,0.0289000011980534,0,0
1,1,0,0.330000013113022,6.09999990463257,12.1999998092651,0,1,6.09999990463257,0,0,1,1,0.108900010585785,0,37.2099990844727
2,2,0,0,0,0,0,3,20.7000007629395,0,0,1,1,0,0,428.490020751953
1,1,0,0.330000013113022,0,0,0,2,10,1,0,0,1,0.108900010585785,0,100
2,1,0,1,0,0,0,4,80,0,0,0,1,1,0,6400
0,0,0,0,0,0,0,1,21.8999996185303,22,0,0,1,0,0,479.609985351562
0,0,0,0.430000007152557,0,0,12,0,0,0,0,1,0,0.184900000691414,144,0
0,0,0,0.620000004768372,0,0,0,0,0,13,0,0,1,0.384400010108948,0,0
3,1,1,1,0,0,0,2,23.2999992370605,0,0,0,1,1,0,542.889953613281
0,0,0,1,0,0,0,4,64.0999984741211,0,0,0,1,1,0,4108.8095703125
0,0,0,0.5,0,0,0,3,21.6000003814697,0,0,1,1,0.25,0,466.560028076172
0,0,0,0.400000005960464,14.8000001907349,29.6000003814697,0,4,32.5999984741211,0,0,1,0,0.160000011324883,0,1062.75988769531
0,0,0,0.5,0,0,0,3,51.2000007629395,0,0,1,1,0.25,0,2621.44018554688
0,0,0,0.569999992847443,0,0,0,3,123.099998474121,0,0,1,1,0.32490000128746,0,15153.609375
0,0,0,0.330000013113022,0,0,0,0,0,4,0,0,1,0.108900010585785,0,0
1,1,1,0,0,0,0,0,0,9,1,0,0,0,0,0
0,0,0,0.330000013113022,0,0,0,3,29.5,3,0,0,1,0.108900010585785,0,870.25
0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0
0,0,0,0,0,0,0,1,45.7999992370605,3,0,0,1,0,0,2097.63989257812
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1
0,0,0,0.569999992847443,0,0,0,0,0,22,0,0,1,0.32490000128746,0,0
0,0,0,0.330000013113022,0,0,0,1,1.89999997615814,5,0,0,1,0.108900010585785,0,3.60999989509583
0,0,0,0.5,0,0,0,4,230.100006103516,0,0,0,1,0.25,0,52946.01171875
1,1,0,0,0,0,0,3,31.3999996185303,0,1,0,1,0,0,985.9599609375
1,0,0,0.219999998807907,13.6999998092651,13.6999998092651,0,0,0,11,0,1,1,0.0483999997377396,0,0
0,0,0,0.600000023841858,0,0,12,0,0,0,0,0,1,0.360000014305115,144,0
2,1,2,0.5,0,0,0,2,11.6000003814697,0,0,1,0,0.25,0,134.560012817383
0,0,0,0.800000011920929,15,30,7,0,0,11.3999996185303,0,0,0,0.64000004529953,49,0
1,0,0,0,0,0,0,3,28.2999992370605,0,0,0,1,0,0,800.889953613281
3,3,2,0.5,0,0,0,1,3.79999995231628,5,0,0,1,0.25,0,14.4399995803833
0,0,0,0.28999999165535,0,0,0,4,285.200012207031,0,0,0,1,0.0840999931097031,0,81339.046875
0,0,0,0.5,0,0,0,2,18,0,0,0,1,0.25,0,324
1,0,0,0.439999997615814,12.3999996185303,12.3999996185303,2,1,0.200000002980232,5,0,1,1,0.193599998950958,4,0.0400000028312206
0,0,0,0,0,0,0,4,155.600006103516,0,0,0,1,0,0,24211.361328125
0,0,0,0.5,0,0,0,3,114,0,0,1,1,0.25,0,12996
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,0,0,0.5,0,0,0,4,345,0,0,0,1,0.25,0,119025
1,1,1,0.379999995231628,0,0,0,0,0,5,0,1,1,0.144400000572205,0,0
0,0,0,0,0,0,0,4,209,0,0,1,1,0,0,43681
0,0,0,0.5,0,0,12,0,0,0,0,0,1,0.25,144,0
0,0,0,0.300000011920929,0,0,0,1,0.200000002980232,9,0,0,0,0.0900000035762787,0,0.0400000028312206
0,0,0,0.5,0,0,0,0,0,2,0,0,0,0.25,0,0
0,0,0,0.400000005960464,0,0,0,0,0,12,1,0,0,0.160000011324883,0,0
0,0,0,0.6700000166893,0,0,0,4,55.9000015258789,0,0,0,1,0.448900014162064,0,3124.81005859375
0,0,0,0.330000013113022,8.60000038146973,8.60000038146973,0,3,14,0,0,1,1,0.108900010585785,0,196
0,0,0,1,0,0,0,4,295.899993896484,0,0,1,1,1,0,87556.8046875
0,0,0,1,0,0,0,4,243.100006103516,0,0,0,1,1,0,59097.61328125
0,0,0,1,0,0,0,1,20.1000003814697,0,0,0,1,1,0,404.010009765625
0,0,0,0,0,0,0,2,45.9000015258789,2,1,0,1,0,0,2106.81005859375
1,0,0,0.330000013113022,0,0,0,4,187.800003051758,0,0,0,1,0.108900010585785,0,35268.83984375
0,0,0,0.0799999982118607,0,0,0,0,0,2,1,0,1,0.0063999998383224,0,0
0,0,0,0.379999995231628,9.60000038146973,9.60000038146973,6,1,1.29999995231628,0,1,0,0,0.144400000572205,36,1.68999981880188
0,0,0,0.6700000166893,0,0,0,4,90.5,0,0,1,0,0.448900014162064,0,8190.25
0,0,0,1,0,0,0,4,166.199996948242,0,0,0,1,1,0,27622.439453125
1,1,0,0.600000023841858,0,0,0,4,28.7999992370605,0,0,1,1,0.360000014305115,0,829.43994140625
1,1,0,1,0,0,0,2,16.2000007629395,4,0,0,1,1,0,262.440032958984
0,0,0,0,0,0,0,4,142.300003051758,0,0,0,1,0,0,20249.291015625
0,0,0,0.5,0,0,0,1,3.5,0,0,0,1,0.25,0,12.25
0,0,0,0.400000005960464,0,0,0,1,1,12,0,1,1,0.160000011324883,0,1
0,0,0,0.75,0,0,0,4,94.5,0,0,0,1,0.5625,0,8930.25
0,0,0,1,0,0,0,4,188,0,0,0,1,1,0,35344
0,0,0,0,0,0,0,1,6.80000019073486,14,0,0,1,0,0,46.2400016784668
0,0,0,0.5,0,0,0,3,36,0,0,1,1,0.25,0,1296
